Company,Ratings,Reviews
TIGI HR Solution,4.9,12
Trust RPO,4.0,12
Meltek Engineering,3.1,12
Spectross Digital Systems,2.4,12
The Testament,4.4,12
ABC,3.9,11
Freelancer,4.2,11
Nestlé,4.1,11
Schneider Electric,4.2,11
Huawei Technologies,3.8,11
Meta,4.0,11
Shell,4.1,11
UBS,3.9,11
Walt Disney Company,4.0,11
BNP Paribas,3.8,11
Pizza Hut,3.4,11
J. C. Penney,3.3,11
Sainsbury’s,3.6,11
Robert Half,3.9,11
Old Navy,3.5,11
RBC,4.1,11
Lockheed Martin,4.1,11
Dollar General,2.8,11
FedEx Ground,3.4,11
Coral Knowledge Services,3.7,11
BeEmptyCup,4.3,11
Capgemini Engineering,3.7,10
NTT DATA,3.9,10
LTI,3.8,10
IQVIA,3.9,10
GSK,3.9,10
Sitel Group,3.6,10
Ford Motor Company,4.1,10
Deutsche Bank,3.9,10
Atos,3.6,10
TaskUs,4.6,10
General Motors (GM),4.0,10
Schlumberger,3.9,10
IKEA,3.9,10
Insight Global,4.0,10
Victoria's Secret,3.5,10
ALDI,3.5,10
Info Edge Technologies,3.5,10
Syntroleum,3.8,10
Pro Industry,4.5,10
Vega Moon Technologies,4.3,10
ISTS,3.3,10
Premia Group,3.2,10
TechPAPA,4.2,10
Hytech Consulting,4.0,10
Khoj Information Technology,4.4,10
Digeesell,4.8,10
Nodwin Group,3.7,10
Intellinet Systems,2.7,10
ICICI Bank,3.7,9
Amdocs,3.9,9
Mindtree,4.0,9
Philips,4.1,9
VMware,4.5,9
Credit Suisse,3.8,9
L'Oréal,3.9,9
BNY Mellon,3.6,9
KFC,3.5,9
FedEx,3.7,9
Sodexo,3.5,9
Sam's Club,3.3,9
JPMorgan Chase & Co,4.0,9
Taco Bell,3.4,9
Aramark,3.3,9
Chase,3.7,9
DoorDash,3.8,9
Wendy's,3.3,9
Northrop Grumman,4.0,9
Ulta Beauty,3.5,9
Northwestern Mutual,4.0,9
Yamatji Marlpa Aboriginal,4.5,9
FIS,3.8,8
Qualcomm,4.1,8
CBRE,4.0,8
AECOM,3.8,8
Xerox,3.3,8
Nielsen,3.8,8
TEKsystems,4.4,8
The Coca-Cola Company,4.0,8
Zara,3.5,8
Société Générale,3.7,8
ExxonMobil,3.4,8
Hilton,4.1,8
Intuit,4.6,8
Cerner,3.6,8
Gap,3.7,8
GEICO,3.3,8
DICK'S Sporting Goods,3.8,8
Carrefour,3.7,8
NHS,3.8,8
Allstate,3.5,8
PNC Financial Services Group,3.6,8
Ross Stores,3.3,8
Banco Bradesco,4.1,8
U.S. Bank,3.8,8
Scotiabank,3.9,8
Primark,3.6,8
Peesh Venture Capital,4.0,8
Global Data Management Corp,3.5,8
Publicis Sapient,3.9,7
Adobe,4.4,7
NatWest Group,3.9,7
BT,4.1,7
Fiserv,3.7,7
McKinsey & Company,4.4,7
Tata Consultancy Services (North America),3.8,7
Conduent,3.1,7
JLL,4.0,7
Mphasis,3.7,7
Randstad,3.9,7
Standard Chartered Bank,3.9,7
ABB,4.0,7
HP Inc.,4.2,7
Abbott,3.8,7
Johnson Controls,3.6,7
Medtronic,4.1,7
Marks & Spencer,3.8,7
Adecco,3.7,7
Novartis,4.1,7
Thermo Fisher Scientific,3.8,7
Sanofi,3.9,7
Manpower,4.0,7
DHL Supply Chain,3.7,7
Pfizer,4.2,7
Dunkin' Donuts,3.3,7
Tesla,3.7,7
ASDA,3.5,7
TTEC,3.5,7
Forever 21,3.2,7
Vivo (Telefônica Brasil),4.4,7
State Street,3.7,7
Labcorp,3.7,7
Booz Allen Hamilton,4.2,7
CIBC,3.9,7
US Department of Veterans Affairs,3.7,7
Manav Management Group,3.5,7
American Eagle Outfitters,3.5,7
Sephora,3.7,7
Aerotek,3.5,7
Allied Universal,3.1,7
Bath & Body Works,3.9,7
Safeway,3.2,7
Liberty Mutual Insurance,3.9,7
Abercrombie & Fitch,3.7,7
Sherwin-Williams,3.8,7
Tim Hortons,3.4,7
PetSmart,3.3,7
Prosper Channel Lifescience India,3.7,7
CSC,3.8,6
Aon,3.9,6
HDFC Bank,3.6,6
Boston Consulting Group,4.1,6
Larsen & Toubro,3.7,6
Orange,4.1,6
Virtusa,3.7,6
NCR,3.7,6
Pearson,3.7,6
UST,4.0,6
AIG,3.7,6
Atos-Syntel,3.6,6
Continental,4.1,6
TELUS,4.0,6
Kelly,3.5,6
Cummins,4.1,6
PayPal,4.3,6
Caterpillar,4.0,6
Booking.com,3.7,6
Roche,4.2,6
Goodwill,3.3,6
Sutherland,3.9,6
American Airlines,3.8,6
Bayer,4.1,6
Kmart,3.5,6
Bloomberg L.P.,4.1,6
Applebee's,3.4,6
Raytheon Technologies,3.8,6
BMO Financial Group,3.8,6
GameStop,2.9,6
Vector Marketing,4.4,6
Office Depot,3.1,6
DISH,3.1,6
FCA Fiat Chrysler Automobiles,3.6,6
Jimmy John's,3.7,6
Rite Aid,3.2,6
Michaels,3.3,6
Trader Joe's,4.0,6
Hertz,3.1,6
TJ Maxx,3.5,6
Barnes & Noble,3.8,6
SYKES,3.3,6
Ambev,4.2,6
Dillard's,3.1,6
SStride Websoft,4.2,6
Adroit Software & Consulting,3.8,6
ZS Associates,3.9,5
GlobalLogic,4.0,5
Sopra Steria,3.7,5
Expedia Group,4.1,5
Mercer,3.9,5
Gartner,4.0,5
Bain & Company,4.5,5
S&P Global,4.2,5
Optum,3.7,5
MetLife,4.0,5
Axis Bank,3.9,5
Stryker,4.2,5
Fujitsu,3.7,5
Grant Thornton,3.9,5
Convergys,3.3,5
WhiteHat Jr,3.9,5
Reliance Industries,3.8,5
Thales,3.8,5
Lumen,3.8,5
Decathlon,4.0,5
Whirlpool Corporation,4.1,5
United Airlines,4.1,5
WTW,3.9,5
BDO,3.7,5
adidas,4.0,5
SelfEmployed.com,4.4,5
Jacobs,3.9,5
LinkedIn,4.5,5
Hyatt,4.0,5
Emerson,3.8,5
Cargill,4.0,5
Hays,3.7,5
GE Healthcare,4.2,5
EPAM Systems,4.4,5
AXA,3.9,5
DBS Bank,3.9,5
3M,3.9,5
Mondelēz International,4.0,5
Fedex Express,3.7,5
Visa Inc.,4.1,5
John Deere,4.1,5
Eaton,4.1,5
AstraZeneca,4.1,5
Globant,4.3,5
Henkel,4.5,5
Bed Bath & Beyond,3.4,5
Kumon,3.9,5
Merck,4.1,5
Yahoo,4.0,5
Flex,3.9,5
Allianz,4.0,5
Halliburton,3.6,5
BP,3.4,5
BASF,4.1,5
H&R Block,3.8,5
XPO Logistics,3.5,5
Kraft Heinz Company,3.4,5
NEXT,3.5,5
Capita,3.3,5
DaVita,3.3,5
Delta Air Lines,4.3,5
Chevron,4.1,5
"Toys ""R"" Us",3.9,5
University of Michigan,4.4,5
Humana,4.0,5
Massage Envy,3.5,5
Papa John's,3.4,5
Instacart,3.8,5
Life Time,3.7,5
McKesson,3.7,5
USAA,3.6,5
lululemon,4.4,5
Rogers Communications,3.8,5
Progressive Insurance,3.8,5
Merrill Lynch,3.8,5
HCA Healthcare,3.4,5
AutoZone,3.4,5
Buyersellerworld.com,5.0,5
Lucky Nugget Gaming,4.8,5
EXL Service,3.7,4
Coforge,4.1,4
OYO,3.6,4
Bharti Airtel,4.2,4
IHS Markit,4.1,4
WNS,3.5,4
BlackRock,4.1,4
HCL,3.6,4
UKG (Ultimate Kronos Group),4.1,4
Anonymous Content,3.8,4
Kantar,3.6,4
Self Opportunity,4.3,4
Jio,3.7,4
Mastercard,4.3,4
HARMAN,3.9,4
Reckitt,3.8,4
IHG Hotels and Resorts,4.0,4
Hexaware Technologies,3.8,4
Infosys BPM,3.6,4
Texas Instruments,4.3,4
BD,3.9,4
Persistent Systems,4.1,4
BMW Group,4.1,4
MAERSK,4.2,4
Ricoh,3.2,4
Mars,4.2,4
L&T Technology Services,3.5,4
NVIDIA,4.6,4
Stefanini,3.7,4
Securitas,3.2,4
Uniqlo,3.4,4
RSM,4.0,4
Micron Technology,3.9,4
Renault Group,3.7,4
Airbus,4.1,4
Citrix,3.8,4
Unisys,3.7,4
eBay,4.1,4
Northern Trust,3.9,4
Quest Diagnostics,3.5,4
Danone,4.0,4
Sky,3.9,4
NetApp,4.4,4
Advantage Solutions,3.6,4
Northside Hospital,4.3,4
Indra,3.8,4
Appen,3.8,4
Travelers,3.9,4
Ecolab,3.7,4
Commonwealth Bank of Australia,4.1,4
Sage,4.1,4
Nationwide,3.9,4
ANZ,4.1,4
Prudential,3.8,4
NortonLifeLock,3.9,4
Total Quality Logistics,4.2,4
Experian,3.9,4
New York Life,3.8,4
EF Education First,3.6,4
Aetna,3.5,4
Providence,3.8,4
Starbucks Coffee Company,3.8,4
Urban Outfitters,3.7,4
Disney Parks,3.8,4
Ascension,3.4,4
"The TJX Companies, Inc.",3.8,4
University of Toronto,4.3,4
Edward Jones,3.9,4
Harris Teeter,3.4,4
BBVA,4.0,4
Yelp,3.5,4
Randstad US,3.9,4
Vanguard,3.6,4
Lloyds Banking Group,3.9,4
Cigna,3.7,4
Epic,3.1,4
Petco,3.2,4
NYU (New York University),4.3,4
Wegmans Food Markets,4.1,4
Sonic,3.2,4
Fastenal,3.6,4
Coles,3.6,4
Stanford University,4.4,4
Charles Schwab,4.0,4
Shopee,3.8,4
Bell Canada,3.8,4
Food Lion,3.3,4
University of Texas at Austin,4.2,4
Elevance Health,3.7,4
AMC Entertainment,3.5,4
Panda Express,3.6,4
Marshalls,3.6,4
LA Fitness,3.0,4
BAT,4.0,4
Dairy Queen,3.5,4
Wayfair,3.4,4
Farmers Insurance Group,3.7,4
Brookdale Senior Living,3.1,4
Columbia University,4.1,4
University of Southern California,4.4,4
The Ohio State University,4.1,4
Family Dollar Stores,3.0,4
Shoppers Drug Mart,3.6,4
Claro,3.9,4
Red Lobster,3.6,4
American Red Cross,3.5,4
Nagarro,4.2,3
Paytm,3.7,3
First Student,4.0,3
DONE by NONE,4.0,3
Macquarie Group,4.1,3
Flipkart,4.1,3
Sun Life,4.3,3
Samsung R&D Institute India - Bangalore,3.7,3
ITC Infotech,4.0,3
TCS,4.0,3
Tata Motors,4.2,3
Collabera,3.8,3
Hinduja Global Solutions,3.5,3
LG Electronics,3.4,3
ALSTOM,3.8,3
WSP,3.7,3
Mu Sigma,3.4,3
Publicis Groupe,3.8,3
Cushman & Wakefield,3.7,3
Mazars,3.8,3
TechnipFMC,3.9,3
KPIT Technologies,3.6,3
Mahindra,4.1,3
Honda,3.9,3
G4S,3.3,3
Ogilvy,3.7,3
Boston Scientific,4.2,3
Edelman,3.7,3
NTT Ltd.,3.9,3
Ipsos,3.7,3
DuPont,3.9,3
Baxter,3.9,3
Amadeus,3.9,3
Anheuser-Busch InBev,3.8,3
Zensar Technologies,3.9,3
Eli Lilly and Company,4.0,3
Synechron,4.3,3
Zoho,4.5,3
Saint-Gobain,4.0,3
Robert Bosch India,4.1,3
Bombardier,3.6,3
Baker Hughes,3.8,3
Dassault Systemes,4.0,3
Compass Group,3.4,3
Cybage Software,3.9,3
Siemens Healthineers,4.2,3
Amazon Flex,3.6,3
Western Digital,3.9,3
WM,3.6,3
CA Technologies,3.9,3
Lenovo,3.9,3
Wolters Kluwer,3.8,3
Philip Morris International,4.1,3
DHL Express,4.0,3
Avon,3.9,3
Maxim Healthcare Services,3.5,3
Autodesk,4.2,3
eClerx,3.5,3
OpenText,3.7,3
FactSet,4.0,3
Avaya,3.9,3
Lionbridge,3.7,3
Groupon,3.7,3
AMD,4.2,3
Applied Materials,4.0,3
Valeo,3.8,3
Motorola Solutions,4.0,3
PPD,4.0,3
Red Hat,4.4,3
Juniper Networks,4.2,3
General Mills,4.1,3
Infor,4.0,3
Avanade,4.2,3
SAIC,4.1,3
Boehringer Ingelheim,4.1,3
Telstra,3.9,3
Volkswagen,4.1,3
Safran,3.8,3
Jaguar Land Rover,3.7,3
Rolls-Royce,3.7,3
ENGIE,3.8,3
BlackBerry,3.6,3
ING,4.0,3
Mercedes-Benz International,3.9,3
Manulife,4.1,3
The Emirates Group,4.0,3
Ubisoft,3.8,3
Electronic Arts,4.1,3
Estée Lauder Companies,4.0,3
New York City Department of Education,3.6,3
TotalEnergies,3.9,3
"Williams-Sonoma, Inc.",3.4,3
Avis Budget Group,3.4,3
SunTrust,3.7,3
Takeda Pharmaceuticals,4.0,3
Advance Auto Parts,3.4,3
Bristol Myers Squibb,3.9,3
ArcelorMittal,3.9,3
Great Clips,3.7,3
Broadcom,3.6,3
Paramount,3.8,3
Fresenius Medical Care - North America,3.5,3
Harvard University,4.4,3
Kimberly-Clark,4.0,3
The Salvation Army,3.5,3
EDF,4.0,3
Talent Zone Consultants,5.0,3
In-N-Out Burger,4.3,3
Dixons Carphone,3.4,3
RadioShack,3.5,3
United States Federal Government,4.1,3
AbbVie,3.9,3
GE Aviation,3.7,3
Power Home Remodeling,4.5,3
John Lewis & Partners,4.0,3
Angi,3.7,3
ALTEN,3.3,3
University of Pennsylvania,4.2,3
GNC,3.1,3
Cleveland Clinic,3.8,3
US Department of Defense,4.0,3
Pier 1 Imports,4.0,3
Discover,3.9,3
General Dynamics Information Technology,3.9,3
MIT,4.4,3
Dow,4.1,3
Eurofins Scientific,3.4,3
Ralph Lauren,3.8,3
ADT Security Services,3.2,3
Maximus,3.3,3
Grainger,3.9,3
Planet Fitness,3.4,3
National University of Singapore,4.1,3
University of Minnesota,4.2,3
Centene,3.5,3
Co-op,3.7,3
Express,3.4,3
Apex Systems,3.9,3
Ann Taylor,3.5,3
24 Hour Fitness,3.5,3
Red Robin,3.4,3
JOB MIRROR CONSULTANCY,3.6,3
Rocket Companies,3.4,3
Citizens,3.7,3
University of Maryland,4.2,3
J. Crew,3.9,3
BAE Systems USA,3.8,3
Mercedes-Benz Group,4.2,3
Academy Sports + Outdoors,3.3,3
Aflac,3.9,3
Cox Communications,4.1,3
Express Scripts,3.4,3
Heineken,4.1,3
DSW,3.6,3
Debenhams,3.5,3
University of British Columbia,4.3,3
Foot Locker,3.7,3
Shoprite Supermarkets,3.4,3
Love's Travel Stops & Country Stores,4.4,3
IHOP,3.2,3
Luceo,3.7,3
Divya Placement Consultants,4.3,3
Evalueserve,4.0,2
Birlasoft,3.6,2
Infogain,4.1,2
Zomato,4.0,2
STMicroelectronics,3.9,2
IGT Solutions,4.5,2
Ameriprise,3.8,2
Nones,4.0,2
Cadence Design Systems,4.4,2
Better.com,3.0,2
Protiviti,4.2,2
Thoughtworks,4.6,2
Chegg,4.2,2
Synopsys,4.0,2
Rackspace Technology,3.6,2
Kotak Mahindra,3.7,2
Fluor,3.9,2
Cyient,3.5,2
Yes Bank,3.9,2
Pitney Bowes,3.6,2
IGATE,3.6,2
State Bank of India,3.8,2
Panasonic,3.8,2
Alight Solutions,3.6,2
Rockwell Automation,3.9,2
Bechtel,4.0,2
ITC,3.8,2
NXP Semiconductors,3.9,2
XYZ (Turkey),3.9,2
Bureau Veritas,3.4,2
Siemens Digital Industries Software,4.1,2
PTC,4.1,2
Airbnb,4.3,2
Tata Communications,4.0,2
Capgemini Invent,4.1,2
Agilent Technologies,4.2,2
ByteDance,4.1,2
Anonymous,3.8,2
ICICI Prudential Life Insurance,4.3,2
Alcatel-Lucent,4.0,2
Majorel,3.6,2
Webhelp,3.3,2
British Airways,3.3,2
Serco Group,3.2,2
Tata Steel,4.1,2
CRISIL,3.9,2
Hilti Group,4.0,2
Sony,4.1,2
iQor,3.4,2
Crowe,3.9,2
CNH Industrial,3.8,2
Atkins,3.9,2
Hyundai Motor,3.7,2
Informatica,4.3,2
Syneos Health ,3.8,2
Morningstar,4.2,2
Air Liquide,3.7,2
Michelin,4.0,2
LexisNexis Legal & Professional,4.4,2
Broadridge,3.8,2
PageGroup,4.1,2
Kuehne+Nagel,3.8,2
Marsh McLennan,4.0,2
T-Systems,4.0,2
ManpowerGroup,3.9,2
Dyson,3.0,2
Accor,4.0,2
McAfee,4.1,2
Quest Global,3.6,2
Ingram Micro,3.9,2
Tata Technologies,3.6,2
SS&C,3.2,2
Goodyear,3.8,2
Korn Ferry,3.7,2
Akzo Nobel Worldwide,3.8,2
KBR,3.8,2
SGS,3.3,2
The World Bank,4.1,2
Intertek,3.1,2
DB Schenker,3.5,2
Experis,3.7,2
WeWork,3.6,2
Trane Technologies,4.4,2
HERE Technologies,3.7,2
G4S Secure Solutions,3.3,2
Aviva,3.6,2
Nuance,4.0,2
ServiceNow,4.5,2
Rakuten,3.6,2
Red Bull,4.3,2
Express Employment Professionals,3.9,2
AIESEC,4.6,2
BBC,3.8,2
Motorola Mobility,4.1,2
Teradata,4.1,2
Novo Nordisk,4.2,2
Colgate-Palmolive,4.2,2
Jabil,3.8,2
TATA ELXSI,3.9,2
Allscripts,3.9,2
Starwood Hotels & Resorts,3.8,2
BMC Software,4.1,2
Nomura Holdings,4.0,2
Akamai,4.6,2
Tommy Hilfiger,3.8,2
Regus,2.9,2
Diageo,4.1,2
Nissan,3.8,2
American Automobile Association (AAA),3.6,2
Gap Inc.,3.8,2
Parexel,4.0,2
Indeed,4.4,2
Capco,3.9,2
Yardi Systems,4.1,2
Infineon Technologies,4.2,2
Zimmer Biomet,3.6,2
ValueLabs,4.0,2
Qatar Airways,3.8,2
Luxottica,3.6,2
SAS Institute,4.0,2
Blue Yonder,4.2,2
Kellogg Company,3.7,2
Teva Pharmaceuticals,3.6,2
United Nations,4.0,2
Alcon,3.9,2
Epsilon,4.0,2
TIAA,4.0,2
National Instruments,3.8,2
Archer Daniels Midland (ADM),3.9,2
GoDaddy,4.0,2
Micro Focus,3.6,2
Cellular Sales,3.8,2
Tietoevry,4.2,2
TE Connectivity,3.8,2
Kaplan,3.6,2
Western Union,3.9,2
MAC Cosmetics,3.6,2
Diebold Nixdorf,3.5,2
Parker Hannifin,3.8,2
Toyota Motor Corporation,3.9,2
University of Chicago,4.2,2
Hitachi Vantara,3.8,2
Levi Strauss,4.1,2
Nanyang Technological University,4.0,2
Firstsource Solutions,3.5,2
Bob Evans Restaurants,3.7,2
Netflix,4.2,2
RE/MAX,4.2,2
Genesys,4.2,2
NeoDocto,4.9,2
The Fresh Market,3.1,2
Stanley Black & Decker,3.6,2
Syngenta,4.2,2
Indiana University,4.2,2
Arcadis,4.0,2
Ace Hardware,3.8,2
Luxoft,4.3,2
Citco,3.5,2
Deutsche Post & DHL,3.7,2
[24]7.ai,4.1,2
Volvo Group,4.2,2
Iron Mountain,3.6,2
Workday,4.3,2
Jack in the Box,3.3,2
Clarks,3.4,2
Louis Vuitton,3.6,2
WarnerMedia,4.0,2
Arrow Electronics,3.5,2
Merck KGaA,4.1,2
thyssenkrupp,3.7,2
Veolia,3.7,2
Softtek,3.9,2
CEVA Logistics,3.5,2
Grab,4.3,2
Sunglass Hut,3.7,2
Royal Caribbean Group,4.3,2
ZF Group,3.9,2
Intrado,3.7,2
The Children's Place,3.3,2
Costa,3.4,2
Finastra,3.9,2
SpaceX,4.0,2
Grupo DPSP,3.8,2
Under Armour,3.9,2
Arup,4.2,2
HubSpot,4.6,2
GLOBALFOUNDRIES,3.4,2
Worley,3.5,2
Royal Mail,3.6,2
CDK Global,3.7,2
Gallagher,3.5,2
Republic Services,3.6,2
Greystar,3.8,2
Seagate Technology,3.9,2
JetBlue,3.8,2
ICON,3.8,2
Four Seasons,4.0,2
HomeGoods,3.4,2
Holcim,3.7,2
Correios,3.6,2
Vivint Smart Home,3.5,2
FedEx Office,3.5,2
BDO USA,3.7,2
ALDO Group,3.4,2
"Blue Cross Blue Shield of Illinois, Montana, New Mexico, Oklahoma & Texas | HCSC",3.6,2
Flight Centre Travel Group,3.6,2
Desjardins,4.1,2
Georgia Tech,4.3,2
Varsity Tutors,3.8,2
Gannett,3.0,2
NIH,4.3,2
Magna International,3.7,2
L3Harris,3.6,2
NASA,4.5,2
Faurecia,3.7,2
Hallmark,3.7,2
Sabre,3.9,2
David's Bridal,3.4,2
Equifax,3.9,2
Aspen Dental,3.3,2
Banfield Pet Hospital,3.2,2
Geek Squad,3.8,2
TGI Fridays,3.4,2
Omni Hotels,4.0,2
Mayo Clinic,4.0,2
University of Pittsburgh,4.1,2
Singtel,3.8,2
UC San Francisco,4.1,2
NCS,3.7,2
Shaw Communications,4.1,2
C.H. Robinson,3.7,2
MD Anderson Cancer Center,4.1,2
Collins Aerospace,3.8,2
Chubb,3.7,2
Georgia-Pacific,3.6,2
Home Instead,3.6,2
Giant Eagle,3.4,2
CompuCom,3.7,2
Winn-Dixie,3.3,2
Big Lots,3.2,2
Stop & Shop,3.2,2
Grubhub,3.9,2
Dasa,4.0,2
University of Phoenix,3.6,2
Virginia Tech,4.3,2
Aéropostale,3.6,2
Tractor Supply,3.6,2
Atrium Health,3.8,2
Localiza,4.7,2
Guess?,3.4,2
Frontier,3.1,2
Memorial Sloan Kettering Cancer Center,4.0,2
Eastman,3.8,2
Northwestern University,4.2,2
Chuck E. Cheese,3.7,2
iTutorGroup,2.7,2
Jersey Mike's,3.8,2
Veritas Technologies,3.9,2
Yale University,4.4,2
J.B. Hunt Transport,3.7,2
NAB - National Australia Bank,3.8,2
University of Wisconsin-Madison,4.3,2
Regions Financial,3.5,2
Duke University,4.2,2
Albertsons Companies,3.4,2
Emory University,4.2,2
Crédit Agricole,3.8,2
Pandora Jewelry,3.8,2
Assurant,3.7,2
Imperial College London,4.4,2
Porto Seguro Seguros,4.3,2
TransPerfect,3.2,2
Waffle House,3.5,2
SolarCity,3.4,2
Sally Beauty,3.1,2
River Island Clothing,3.7,2
Windstream,3.4,2
International Paper,3.6,2
US Foods,3.5,2
Pacific Gas and Electric,3.9,2
Stitch Fix,3.2,2
CHI,3.5,2
Deliveroo,3.8,2
Justice Just for Girls,3.8,2
Electrolux,3.9,2
JD Sports Fashion,3.0,2
Boys & Girls Clubs of America,3.9,2
TruGreen,3.0,2
Weatherford,3.5,2
Cengage Group,4.1,2
Ritz-Carlton,4.1,2
IRS,3.5,2
Saks Fifth Avenue,3.3,2
TSA (Transportation Security Administration),3.0,2
Tyson Foods,3.6,2
Equinox,3.7,2
Sports Direct,3.2,2
ABM Industries,3.1,2
U.S. Cellular,3.9,2
U.S. Department of State,4.0,2
Darden,3.9,2
P.F. Chang's,3.7,2
GOL Linhas Aéreas,4.3,2
Popeyes,3.2,2
Ceridian,3.9,2
Petrobras,4.4,2
Petronas,4.3,2
51Talk,3.1,2
Nutan Enterprises,4.0,2
Newgen Software,3.5,1
Maruti Suzuki,3.9,1
Cvent,3.8,1
Snapdeal,4.3,1
Fidelity International,4.3,1
MakeMyTrip,4.2,1
IndiaMART,3.7,1
Info Edge,3.9,1
Ciena,4.4,1
PolicyBazaar,4.0,1
Samsung R&D Institute India - Noida,3.1,1
Nucleus Software Exports,3.7,1
NIIT,3.7,1
iEnergizer,3.4,1
Sprinklr,3.8,1
BA Continuum India,4.3,1
Urban Company,3.9,1
Chetu,3.6,1
R1 RCM,3.3,1
Iris Software,4.3,1
Delhivery,3.7,1
Comviva,3.7,1
Fractal,4.1,1
Hero MotoCorp,4.2,1
dunnhumby,4.3,1
Extramarks,3.4,1
HCL Infosystems,3.9,1
Moody's Analytics,3.9,1
Indian Oil,4.2,1
Kearney,4.3,1
AXA XL,3.8,1
XYZ,3.8,1
Other,4.1,1
Artech L.L.C.,4.1,1
IndusInd Bank,3.4,1
JustDial,3.6,1
Colt Technology Services,4.3,1
Jaro Education,3.9,1
ABCDEF,3.9,1
Orange Business Services,4.0,1
Swiggy,4.2,1
TSYS|Total System Services,3.6,1
Square Yards,3.1,1
Government of India,4.3,1
Aegis,3.4,1
Tavant,4.3,1
Keysight Technologies,4.2,1
IDEMIA,3.7,1
Pyramid Consulting,3.9,1
Bharat Heavy Electricals,4.0,1
Asian Paints,4.0,1
DENSO,3.4,1
GroupM,3.9,1
Test,4.1,1
Vedantu,3.4,1
upGrad,3.7,1
Polaris FT,3.8,1
GLG,3.7,1
Nityo Infotech,3.7,1
Bajaj Finance,3.8,1
Freescale Semiconductor,4.0,1
MongoDB,4.7,1
Ola,3.3,1
American Express Global Business Travel,3.9,1
GE Power,3.7,1
Moody's Corporation,3.7,1
TELUS International,3.8,1
British Council,3.8,1
Gemalto,3.7,1
Hitachi,3.8,1
Bharat Electronics,3.8,1
eTeam,4.4,1
Guardian Life,3.7,1
XL Dynamics,3.2,1
Magneti Marelli,3.7,1
Aditya Birla Group,4.0,1
Tokopedia,4.5,1
GfK,3.5,1
Deutsche Telekom,4.1,1
Mott MacDonald,4.0,1
Private,4.1,1
Godrej & Boyce Manufacturing,3.7,1
Unacademy,4.0,1
Arvato,3.2,1
Arm,4.2,1
Advisory Board,4.0,1
HDB Financial Services,3.6,1
Confidential,3.9,1
HDFC Standard Life Insurance,3.8,1
3i Infotech,3.5,1
Keywords Studios,3.5,1
ICF,3.6,1
Myntra,4.1,1
Freelance,4.3,1
Xoriant,4.1,1
MediaTek,4.0,1
Quess,3.5,1
Rio Tinto,3.8,1
Yash Technologies,3.8,1
SITA,3.9,1
GE Capital,4.1,1
Happiest Minds Technologies,4.4,1
PUMA,4.2,1
Colliers,3.8,1
Toppr.com,3.7,1
Wunderman Thompson,3.7,1
Oxford University Press,3.5,1
LifeWorks,3.5,1
CWT,4.3,1
IIFL,3.9,1
MathWorks,4.3,1
Radisson Hotel Group,3.9,1
DISYS,4.0,1
Bose,3.8,1
Avery Dennison,4.0,1
Microland,3.7,1
McDermott,3.8,1
Allianz Partners,3.6,1
Kohler Co.,3.9,1
Digitas,3.9,1
Vodafone Idea,3.8,1
Signify,3.8,1
Weber Shandwick,3.8,1
CitiusTech,3.9,1
CareerBuilder,3.4,1
Pernod Ricard,4.1,1
CSS Corporation,3.6,1
Infinite Computer Solutions,3.7,1
Legato Health Technologies,4.0,1
Nutanix,4.2,1
SUEZ,3.8,1
Cipla,3.9,1
McCann Worldgroup,3.7,1
Freshworks,4.2,1
Elsevier,4.4,1
Toshiba,3.6,1
Dentsu International,3.6,1
UNDP,4.1,1
Cision,3.2,1
Wiley,3.9,1
Startek,3.2,1
Citicorp Services India,3.8,1
McGraw Hill,4.0,1
Tata,4.1,1
Canon,3.6,1
Dynata,3.3,1
Intellect Design Arena,4.0,1
HighRadius,4.0,1
Deutsche Gesellschaft für Internationale Zusammenarbeit,4.0,1
Leo Burnett,3.6,1
foodpanda,3.9,1
Shadowfax Technologies,4.5,1
IGT,3.7,1
Petrofac,3.7,1
Cinépolis,3.8,1
Symphony Teleca,3.8,1
Affiliated Computer Services,3.8,1
Huron Consulting Group,4.1,1
Monster Worldwide,3.9,1
Analog Devices,4.1,1
Crossover for Work,3.3,1
Agoda,4.3,1
Ashok Leyland,4.0,1
Schindler,3.7,1
Louis Dreyfus Company,3.9,1
Frost & Sullivan,3.6,1
Citicapital Commercial Corp,4.0,1
Wood,3.7,1
Forrester,4.1,1
Mindshare,3.8,1
KONE,4.1,1
MRM,3.9,1
NEC Corporation,3.6,1
Dr. Reddy's,3.8,1
NICE,4.0,1
Telenor,4.1,1
Atlas Copco,4.1,1
JSW Steel,3.5,1
Hexagon,3.9,1
"Harley-Davidson, Inc.",3.5,1
FICO,4.0,1
Gold's Gym,3.7,1
UNICEF,4.2,1
Sony Electronics,4.1,1
MSD,4.1,1
Dun & Bradstreet,3.9,1
Tetra Pak,4.1,1
Ey,4.0,1
Turner Construction,4.3,1
Walmart Global Tech,3.9,1
Cactus Communications,4.1,1
Carrier,3.5,1
Environmental Resources Management,3.6,1
TransUnion,4.1,1
Atlassian,4.7,1
Educational Testing Service,3.4,1
Kyndryl,3.9,1
SC Johnson,3.6,1
Pegasystems,3.8,1
NielsenIQ,3.9,1
Oxfam,3.9,1
Teamware Solutions,4.6,1
CTS,3.8,1
Fresenius Medical Care,3.5,1
Alibaba Group,4.0,1
